InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
100896,SKU-PER-002,Moisturizing Face Cleanser 150ml,6,03/10/2024 03:00,10.13,CUST-1096,United Kingdom
100897,SKU-DRY-003,Whole Grain Pasta 500g,4,2024/11/20,1.98,CUST-1399,United Kingdom
100897,SKU-BEV-002,Organic Green Tea 500ml,5,2024/01/02,2.71,CUST-1022,United Kingdom
100897,SKU-BEV-002,Organic Green Tea 500ml,3,26-12-2024 22:00,2.61,CUST-1208,Australia
C100898,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,-9,2024/03/31,6.73,CUST-1110,Australia
100898,SKU-BEV-001,Cold Brew Coffee 250ml,5,2024-08-01 01:00:00,4.47,,Australia
100898,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,6,2024-04-05 12:00:00,4.48,CUST-1144,United Kingdom
100899,SKU-BEV-003,Sparkling Mineral Water 1L,4,30-01-2024 20:00,1.76,CUST-1210,United States
100899,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,5,2024-10-01 05:00:00,2.85,CUST-1166,United Kingdom
100899,SKU-BEV-003,Sparkling Mineral Water 1L,7,02/06/2024 23:00,1.92,CUST-1003,Germany
100900,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,4,2024/10/25,6.15,CUST-1042,United States
100900,SKU-DRY-002,,6,05/18/2024 07:00,15.79,CUST-1118,Germany
100900,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,7,2024-08-06 05:00:00,5.45,CUST-1074,France
100901,SKU-BEV-001,Cold Brew Coffee 250ml,5,10-04-2024 23:00,3.88,CUST-1169,Australia
100901,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,4,24-01-2024 13:00,4.36,CUST-1398,United States
100901,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,6,2024/07/13,2.74,,Germany
C100902,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,-3,2024-11-13 18:00:00,3.35,CUST-1230,United States
C100902,SKU-BEV-003,Sparkling Mineral Water 1L,-8,2024/03/06,1.67,CUST-1358,United Kingdom
100902,SKU-PER-002,Moisturizing Face Cleanser 150ml,5,06/01/2024 21:00,10.19,CUST-1276,Australia
100903,SKU-DRY-001,Basmati Long Grain Rice 5kg,4,30-10-2024 09:00,12.96,CUST-1122,France
100903,SKU-BEV-001,Cold Brew Coffee 250ml,3,24-08-2024 23:00,4.32,CUST-1333,Australia
100903,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,3,13-09-2024 12:00,4.94,,France
100904,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,3,08/30/2024 07:00,5.0,CUST-1436,Canada
100904,SKU-BEV-001,Cold Brew Coffee 250ml,1,2024/06/27,4.04,CUST-1369,United States
C100904,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,-6,2024/04/19,7.34,CUST-1491,Australia
C100905,  SKU-HOU-003  ,Microfiber Cleaning Towels 4-Pack,-5,2024-01-14 15:00:00,7.36,CUST-1034,Australia
100905,SKU-DRY-003,Whole Grain Pasta 500g,2,2024/02/15,2.51,CUST-1012,France
100905,SKU-DRY-003,Whole Grain Pasta 500g,4,2024/11/11,2.38,CUST-1357,United Kingdom
100906,SKU-BEV-002,Organic Green Tea 500ml,10,12-03-2024 19:00,2.67,,United Kingdom
100906,SKU-PER-001,Antibacterial Hand Soap 300ml,4,2024/09/04,3.76,,United States
100906,SKU-SNK-003,Dark Chocolate 70% Bar 100g,6,09/30/2024 22:00,3.36,CUST-1271,Australia
100907,SKU-BEV-001,Cold Brew Coffee 250ml,8,2024/02/03,4.29,CUST-1242,Australia
100907,SKU-BEV-003,Sparkling Mineral Water 1L,7,2024/03/18,1.76,CUST-1191,Australia
100907,SKU-PER-002,Moisturizing Face Cleanser 150ml,5,15-08-2024 09:00,9.65,CUST-1179,United States
100908,SKU-PER-001,Antibacterial Hand Soap 300ml,5,2024-05-16 15:00:00,4.16,CUST-1057,Australia
100908,SKU-PER-001,Antibacterial Hand Soap 300ml,7,05/09/2024 03:00,3.88,CUST-1110,France
100908,SKU-BEV-003,Sparkling Mineral Water 1L,4,2024/12/17,1.97,,Germany
100909,SKU-DRY-002,Extra Virgin Olive Oil 750ml,3,2024/06/22,14.75,CUST-1148,United States
100909,SKU-PER-001,Antibacterial Hand Soap 300ml,5,04/22/2024 18:00,4.17,CUST-1004,Australia
100909,SKU-PER-002,Moisturizing Face Cleanser 150ml,1,26-10-2024 22:00,8.66,CUST-1371,Australia
100910,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,6,2024-05-19 03:00:00,5.02,CUST-1473,United States
100910,SKU-DRY-002,Extra Virgin Olive Oil 750ml,4,2024-08-28 02:00:00,16.54,CUST-1375,Canada
100910,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,6,2024/09/11,5.89,CUST-1208,Canada
100911,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,5,21-12-2024 13:00,5.38,CUST-1139,United States
100911,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,2,2024-02-16 01:00:00,4.22,CUST-1142,United Kingdom
100911,SKU-BEV-001,Cold Brew Coffee 250ml,10,2024-03-13 21:00:00,4.13,CUST-1109,France
100912,SKU-SNK-003,Dark Chocolate 70% Bar 100g,5,02-11-2024 00:00,3.29,CUST-1255,United Kingdom
100912,SKU-SNK-003,Dark Chocolate 70% Bar 100g,3,2024-09-27 01:00:00,3.62,CUST-1196,Germany
C100912,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,-7,10/11/2024 03:00,4.87,CUST-1318,United Kingdom
100913,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,6,2024-07-13 05:00:00,3.21,CUST-1196,Australia
100913,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,7,2024/06/25,5.62,CUST-1269,United States
100913,SKU-PER-001,Antibacterial Hand Soap 300ml,7,2024-09-01 00:00:00,3.71,CUST-1000,United Kingdom
100914,SKU-BEV-002,Organic Green Tea 500ml,6,28-11-2024 20:00,2.15,CUST-1043,Germany
100914,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,3,05/29/2024 01:00,3.26,CUST-1409,Germany
100914,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,3,2024-08-06 02:00:00,4.08,CUST-1360,France
100915,SKU-PER-001,Antibacterial Hand Soap 300ml,5,05/01/2024 16:00,3.76,CUST-1298,Germany
C100915,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,-5,16-03-2024 04:00,6.01,CUST-1295,Australia
100915,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,9,2024/04/24,5.76,CUST-1154,United Kingdom
100916,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,4,11-12-2024 11:00,5.48,CUST-1319,United States
100916,SKU-BEV-003,Sparkling Mineral Water 1L,3,11/12/2024 07:00,1.65,CUST-1310,Canada
100916,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,1,25-03-2024 11:00,4.85,CUST-1031,United Kingdom
100917,SKU-SNK-003,Dark Chocolate 70% Bar 100g,6,10/01/2024 20:00,2.98,,France
100917,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,4,2024/06/20,5.27,CUST-1071,Germany
100917,SKU-DRY-003,Whole Grain Pasta 500g,4,2024/10/16,2.17,CUST-1374,France
100918,SKU-PER-002,Moisturizing Face Cleanser 150ml,2,2024/12/02,9.4,CUST-1255,United Kingdom
100918,SKU-DRY-002,Extra Virgin Olive Oil 750ml,4,08/18/2024 18:00,12.55,,United States
100918,SKU-PER-002,Moisturizing Face Cleanser 150ml,5,12/02/2024 14:00,11.41,CUST-1453,France
100919,SKU-DRY-003,Whole Grain Pasta 500g,4,05/21/2024 13:00,2.36,CUST-1282,United Kingdom
100919,SKU-PER-002,Moisturizing Face Cleanser 150ml,1,03/11/2024 14:00,9.06,CUST-1085,Canada
100919,SKU-DRY-001,Basmati Long Grain Rice 5kg,2,2024-12-18 05:00:00,14.62,CUST-1462,France
100920,SKU-DRY-003,Whole Grain Pasta 500g,6,09/07/2024 16:00,2.14,CUST-1097,Germany
C100920,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,-4,08-02-2024 22:00,4.3,CUST-1370,Germany
100920,SKU-PER-002,Moisturizing Face Cleanser 150ml,2,09/29/2024 17:00,10.0,CUST-1121,United States
100921,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,9,2024-09-01 16:00:00,4.87,CUST-1460,Germany
100921,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,9,2024-05-08 23:00:00,2.86,CUST-1181,France
100921,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,2,2024-03-08 22:00:00,4.56,CUST-1219,Germany
100922,SKU-BEV-001,Cold Brew Coffee 250ml,6,2024-08-16 19:00:00,3.99,CUST-1068,France
100922,SKU-DRY-003,Whole Grain Pasta 500g,3,2024-11-14 04:00:00,2.49,CUST-1057,United States
100922,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,8,12/25/2024 07:00,5.04,CUST-1071,United States
100923,SKU-BEV-003,Sparkling Mineral Water 1L,2,28-10-2024 05:00,1.93,,United Kingdom
100923,SKU-BEV-002,Organic Green Tea 500ml,4,2024/01/12,2.73,CUST-1454,United States
100923,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,8,2024-12-29 13:00:00,6.9,CUST-1346,United States
100924,SKU-DRY-003,Whole Grain Pasta 500g,7,14-04-2024 11:00,2.22,CUST-1216,France
100924,SKU-DRY-003,Whole Grain Pasta 500g,3,10/31/2024 04:00,2.23,CUST-1107,United States
100924,SKU-PER-002,Moisturizing Face Cleanser 150ml,4,2024/07/31,9.41,CUST-1445,United States
C100925,SKU-DRY-001,Basmati Long Grain Rice 5kg,-5,2024-01-02 07:00:00,11.82,CUST-1233,United Kingdom
100925,SKU-DRY-002,Extra Virgin Olive Oil 750ml,4,04/10/2024 04:00,13.88,CUST-1336,Canada
100925,SKU-BEV-002,Organic Green Tea 500ml,5,2024/12/22,2.73,CUST-1189,United Kingdom
100926,SKU-DRY-002,Extra Virgin Olive Oil 750ml,3,02/22/2024 04:00,12.69,CUST-1325,United States
100926,SKU-DRY-002,Extra Virgin Olive Oil 750ml,5,2024-06-02 11:00:00,13.43,CUST-1413,France
100926,SKU-DRY-002,Extra Virgin Olive Oil 750ml,4,01-06-2024 11:00,15.31,CUST-1398,France
100927,SKU-PER-002,Moisturizing Face Cleanser 150ml,7,14-03-2024 00:00,10.02,CUST-1276,United Kingdom
100927,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,8,2024-04-05 17:00:00,3.66,CUST-1041,Germany
100927,SKU-DRY-001,Basmati Long Grain Rice 5kg,4,04-06-2024 13:00,11.07,CUST-1038,United Kingdom
100928,SKU-PER-002,Moisturizing Face Cleanser 150ml,5,07/09/2024 12:00,9.57,CUST-1344,Germany
100928,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,3,2024/01/25,6.91,CUST-1257,Australia
100928,SKU-PER-001,Antibacterial Hand Soap 300ml,3,04/22/2024 11:00,4.58,CUST-1347,Germany
100929,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,5,2024/07/30,4.43,CUST-1187,Australia
100929,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,2,2024-07-09 19:00:00,5.07,CUST-1267,Germany
100929,SKU-DRY-001,Basmati Long Grain Rice 5kg,5,27-03-2024 01:00,12.98,CUST-1042,United States
100930,SKU-DRY-003,Whole Grain Pasta 500g,4,2024/11/12,1.96,CUST-1150,United States
100930,SKU-BEV-003,Sparkling Mineral Water 1L,12,2024/07/29,1.83,CUST-1307,France
100930,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,4,08-02-2024 22:00,3.42,CUST-1379,Australia
100931,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,5,10/02/2024 18:00,6.07,CUST-1030,Canada
100931,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,11,06/16/2024 07:00,6.19,CUST-1403,Canada
C100931,SKU-BEV-002,Organic Green Tea 500ml,-6,2024-11-20 00:00:00,2.79,CUST-1181,France
100932,SKU-BEV-001,Cold Brew Coffee 250ml,4,08/13/2024 16:00,4.44,,United States
C100932,SKU-BEV-002,Organic Green Tea 500ml,-4,01/19/2024 10:00,2.19,CUST-1401,United Kingdom
100932,SKU-PER-002,Moisturizing Face Cleanser 150ml,4,30-07-2024 03:00,10.84,CUST-1386,United Kingdom
100933,SKU-PER-002,Moisturizing Face Cleanser 150ml,4,02-04-2024 21:00,10.99,CUST-1318,Australia
100933,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,4,2024/04/06,3.63,CUST-1396,Germany
100933,SKU-BEV-003,Sparkling Mineral Water 1L,2,10/01/2024 01:00,1.55,CUST-1436,United States
100934,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,5,04/01/2024 04:00,2.75,CUST-1342,France
100934,SKU-PER-002,Moisturizing Face Cleanser 150ml,7,2024-04-27 00:00:00,9.98,CUST-1045,France
100934,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,4,24-05-2024 14:00,4.68,CUST-1242,Canada
100935,SKU-HOU-002,,5,2024/07/05,4.29,,Australia
100935,SKU-DRY-003,Whole Grain Pasta 500g,4,2024/04/02,2.49,CUST-1106,Australia
100935,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,5,28-08-2024 01:00,4.91,CUST-1012,Germany
100936,SKU-SNK-003,Dark Chocolate 70% Bar 100g,5,2024/05/15,2.86,CUST-1113,France
100936,SKU-DRY-002,Extra Virgin Olive Oil 750ml,7,2024/01/22,12.92,CUST-1244,United States
100936,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,4,02/08/2024 18:00,5.48,CUST-1152,France
100937,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,7,28-12-2024 14:00,4.73,CUST-1218,Canada
100937,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,4,09-10-2024 17:00,5.66,CUST-1431,Australia
100937,SKU-BEV-003,Sparkling Mineral Water 1L,1,11/02/2024 06:00,1.99,CUST-1224,Australia
100938,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,7,09-04-2024 00:00,6.69,CUST-1243,Canada
100938,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,5,2024-07-03 17:00:00,5.6,CUST-1050,Australia
100938,SKU-DRY-003,Whole Grain Pasta 500g,8,2024-02-24 05:00:00,2.48,CUST-1308,Canada
100939,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,5,19-08-2024 02:00,5.53,CUST-1460,Canada
100939,SKU-BEV-003,Sparkling Mineral Water 1L,8,05/20/2024 19:00,2.01,CUST-1099,United Kingdom
100939,SKU-DRY-003,Whole Grain Pasta 500g,2,2024/05/27,1.91,,Canada
100940,SKU-BEV-003,Sparkling Mineral Water 1L,3,16-02-2024 05:00,1.66,CUST-1291,Canada
100940,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,2,08/22/2024 08:00,5.37,,Australia
100940,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,5,2024/02/14,3.05,CUST-1119,United Kingdom
100941,SKU-BEV-003,Sparkling Mineral Water 1L,8,11/21/2024 04:00,1.57,CUST-1392,France
100941,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,3,2024-09-11 17:00:00,0.0,,United States
100941,SKU-PER-002,Moisturizing Face Cleanser 150ml,3,2024-11-22 00:00:00,8.85,CUST-1092,France
100942,SKU-PER-001,Antibacterial Hand Soap 300ml,10,2024-10-09 07:00:00,4.65,CUST-1264,Germany
100942,SKU-SNK-003,,5,2024-10-31 02:00:00,3.6,CUST-1442,Australia
C100942,SKU-BEV-002,Organic Green Tea 500ml,-4,13-11-2024 08:00,2.66,,France
100943,SKU-DRY-002,Extra Virgin Olive Oil 750ml,10,2024/08/26,13.8,CUST-1049,United States
100943,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,3,10/25/2024 19:00,6.74,CUST-1219,United States
100943,SKU-BEV-002,Organic Green Tea 500ml,4,07/15/2024 15:00,2.8,CUST-1467,France
100944,SKU-DRY-001,Basmati Long Grain Rice 5kg,4,2024-04-09 19:00:00,13.62,CUST-1293,United States
100944,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,3,2024/09/14,4.87,CUST-1288,France
100944,SKU-SNK-003,Dark Chocolate 70% Bar 100g,3,29-12-2024 19:00,3.74,CUST-1223,United Kingdom
100945,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,7,2024/03/03,5.41,CUST-1026,United Kingdom
100945,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,2,2024/03/15,3.14,CUST-1126,Canada
100945,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,11,2024-10-27 15:00:00,5.64,CUST-1228,Australia
100946,SKU-DRY-001,Basmati Long Grain Rice 5kg,5,2024-04-05 06:00:00,14.71,CUST-1240,Germany
100946,SKU-BEV-002,Organic Green Tea 500ml,5,06-04-2024 05:00,2.25,,Germany
100946,SKU-DRY-003,Whole Grain Pasta 500g,5,2024-08-26 04:00:00,2.06,,France
100947,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,2,2024/08/15,5.01,,Germany
100947,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,7,2024/06/16,4.92,CUST-1315,Australia
100947,SKU-DRY-002,Extra Virgin Olive Oil 750ml,4,2024-10-28 04:00:00,14.18,CUST-1425,United Kingdom
100948,SKU-DRY-002,Extra Virgin Olive Oil 750ml,3,2024-01-22 10:00:00,12.67,CUST-1486,Canada
100948,SKU-BEV-002,Organic Green Tea 500ml,3,09/17/2024 11:00,2.44,CUST-1362,Germany
100948,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,3,09-08-2024 21:00,3.82,CUST-1370,United States
100949,SKU-DRY-002,Extra Virgin Olive Oil 750ml,7,11-12-2024 08:00,13.42,CUST-1088,France
100949,SKU-PER-001,Antibacterial Hand Soap 300ml,11,2024-04-27 10:00:00,4.52,CUST-1459,United Kingdom
100949,SKU-PER-001,Antibacterial Hand Soap 300ml,4,2024-01-17 06:00:00,3.88,,Australia
100950,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,5,2024/08/27,4.35,CUST-1486,France
100950,SKU-BEV-001,Cold Brew Coffee 250ml,4,21-07-2024 13:00,3.67,CUST-1378,Canada
100950,SKU-DRY-002,Extra Virgin Olive Oil 750ml,5,2024/11/03,15.46,CUST-1201,Germany
100951,SKU-DRY-003,Whole Grain Pasta 500g,3,08/21/2024 11:00,2.44,CUST-1147,Australia
100951,SKU-DRY-003,Whole Grain Pasta 500g,10,2024/04/01,2.06,CUST-1351,Germany
100951,SKU-DRY-001,Basmati Long Grain Rice 5kg,7,2024/04/26,13.09,,United Kingdom
100952,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,4,10/21/2024 18:00,7.09,CUST-1278,Australia
100952,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,5,2024-06-14 01:00:00,2.64,,Australia
100952,SKU-SNK-003,Dark Chocolate 70% Bar 100g,3,2024/12/23,3.08,CUST-1141,Australia
100953,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,4,2024/08/24,5.19,CUST-1102,Canada
100953,SKU-BEV-002,Organic Green Tea 500ml,6,13-06-2024 21:00,2.43,CUST-1104,Australia
100953,SKU-PER-001,Antibacterial Hand Soap 300ml,3,2024/08/30,4.45,CUST-1462,United States
100954,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,5,2024/03/16,4.4,CUST-1086,Canada
100954,SKU-PER-002,Moisturizing Face Cleanser 150ml,3,07/12/2024 20:00,11.0,CUST-1246,Australia
100954,SKU-BEV-001,Cold Brew Coffee 250ml,6,2024-03-02 18:00:00,4.37,CUST-1347,Australia
100955,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,4,2024-03-27 20:00:00,3.84,CUST-1410,United States
100955,SKU-PER-002,Moisturizing Face Cleanser 150ml,5,06-07-2024 01:00,10.97,CUST-1093,United States
100955,SKU-DRY-001,Basmati Long Grain Rice 5kg,6,10/05/2024 13:00,11.87,CUST-1096,Canada
C100956,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,-2,03-03-2024 08:00,2.99,CUST-1429,France
100956,SKU-BEV-003,Sparkling Mineral Water 1L,4,02/11/2024 20:00,1.62,CUST-1007,France
100956,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,4,06/17/2024 10:00,4.05,CUST-1071,United States
C100957,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,-3,2024-05-18 01:00:00,4.94,CUST-1168,United Kingdom
100957,SKU-BEV-003,Sparkling Mineral Water 1L,6,2024/11/29,1.76,,Germany
100957,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,3,18-08-2024 10:00,2.8,CUST-1219,France
100958,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,7,28-03-2024 01:00,3.29,CUST-1050,Germany
100958,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,3,2024-06-19 08:00:00,3.31,CUST-1258,Germany
100958,SKU-DRY-002,Extra Virgin Olive Oil 750ml,4,05/08/2024 23:00,12.63,CUST-1113,United States
100959,SKU-BEV-002,Organic Green Tea 500ml,7,2024/04/11,2.64,CUST-1485,United Kingdom
100959,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,7,2024/03/02,3.51,CUST-1369,Australia
100959,SKU-BEV-001,Cold Brew Coffee 250ml,3,07-07-2024 11:00,3.65,CUST-1383,Canada
100960,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,4,04/10/2024 14:00,5.83,CUST-1470,Canada
100960,SKU-DRY-003,Whole Grain Pasta 500g,4,12-06-2024 03:00,2.42,CUST-1279,Canada
100960,SKU-PER-001,Antibacterial Hand Soap 300ml,7,05/29/2024 00:00,3.66,,France
100961,SKU-SNK-003,Dark Chocolate 70% Bar 100g,1,2024/12/17,3.24,CUST-1061,Australia
100961,SKU-DRY-002,Extra Virgin Olive Oil 750ml,2,01/19/2024 23:00,15.1,CUST-1181,France
100961,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,8,26-12-2024 16:00,6.18,CUST-1238,United Kingdom
100962,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,7,16-02-2024 09:00,5.73,CUST-1418,Australia
100962,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,3,2024-10-08 03:00:00,5.62,CUST-1380,United Kingdom
100962,SKU-DRY-001,Basmati Long Grain Rice 5kg,8,04-07-2024 17:00,13.24,CUST-1374,Germany
100963,SKU-PER-001,Antibacterial Hand Soap 300ml,3,09/08/2024 09:00,4.23,CUST-1479,United Kingdom
100963,SKU-PER-001,Antibacterial Hand Soap 300ml,8,2024-11-18 03:00:00,4.23,CUST-1317,Germany
100963,SKU-BEV-003,Sparkling Mineral Water 1L,5,07/31/2024 13:00,1.86,CUST-1483,Australia
100964,SKU-BEV-003,Sparkling Mineral Water 1L,3,2024-06-26 16:00:00,1.87,CUST-1471,Australia
100964,SKU-PER-002,Moisturizing Face Cleanser 150ml,7,2024/07/19,8.56,CUST-1155,Canada
100964,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,4,2024/05/31,5.79,CUST-1258,France
100965,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,5,12-01-2024 04:00,5.2,CUST-1193,United Kingdom
100965,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,2,07-04-2024 10:00,4.77,CUST-1211,France
100965,SKU-BEV-003,Sparkling Mineral Water 1L,4,2024-11-19 07:00:00,1.62,CUST-1128,Canada
100966,SKU-BEV-002,Organic Green Tea 500ml,5,01-02-2024 09:00,2.56,,Australia
100966,SKU-DRY-003,,4,2024/09/20,1.97,CUST-1455,United Kingdom
100966,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,3,2024-09-02 21:00:00,5.3,CUST-1139,Australia
100967,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,6,2024-06-09 15:00:00,2.65,CUST-1299,United Kingdom
100967,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,2,2024/05/18,5.42,CUST-1046,United Kingdom
100967,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,3,2024-01-19 23:00:00,5.39,CUST-1296,United Kingdom
100968,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,2,05/13/2024 00:00,5.16,CUST-1303,United States
100968,SKU-BEV-001,Cold Brew Coffee 250ml,7,05/05/2024 07:00,3.9,CUST-1178,United Kingdom
100968,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,2,2024/11/07,5.1,,Australia
100969,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,3,2024/02/24,5.68,CUST-1435,United Kingdom
100969,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,7,2024/12/14,2.82,CUST-1058,France
100969,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,4,2024-11-04 16:00:00,4.44,,France
100970,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,3,2024-12-20 18:00:00,4.16,CUST-1091,United Kingdom
100970,SKU-PER-002,Moisturizing Face Cleanser 150ml,4,2024-01-09 14:00:00,10.62,CUST-1071,Germany
100970,SKU-DRY-002,Extra Virgin Olive Oil 750ml,3,09/19/2024 09:00,12.51,CUST-1239,France
100971,SKU-DRY-003,Whole Grain Pasta 500g,9,05/26/2024 20:00,1.88,CUST-1056,Canada
100971,SKU-DRY-002,Extra Virgin Olive Oil 750ml,14,10/07/2024 20:00,13.72,CUST-1386,Canada
100971,SKU-BEV-001,Cold Brew Coffee 250ml,4,04/26/2024 11:00,3.49,CUST-1328,Germany
100972,SKU-BEV-001,Cold Brew Coffee 250ml,7,09/03/2024 10:00,4.32,CUST-1407,Australia
100972,  SKU-SNK-003  ,Dark Chocolate 70% Bar 100g,1,21-04-2024 19:00,2.86,CUST-1312,France
100972,SKU-PER-002,Moisturizing Face Cleanser 150ml,5,2024-06-04 02:00:00,10.47,CUST-1164,United States
100973,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,4,2024/04/21,5.48,CUST-1289,France
100973,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,2,2024-03-30 01:00:00,2.68,CUST-1100,Australia
C100973,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,-4,27-01-2024 23:00,4.65,CUST-1425,Canada
100974,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,4,2024/03/01,3.94,CUST-1467,Canada
100974,SKU-PER-002,Moisturizing Face Cleanser 150ml,7,03/02/2024 03:00,9.25,CUST-1157,Australia
100974,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,7,2024-12-21 19:00:00,2.63,CUST-1171,Canada
100975,SKU-DRY-001,Basmati Long Grain Rice 5kg,4,2024/11/13,14.39,CUST-1049,Australia
100975,SKU-BEV-002,Organic Green Tea 500ml,5,2024/11/03,2.79,CUST-1066,France
100975,SKU-BEV-001,Cold Brew Coffee 250ml,8,20-06-2024 17:00,4.0,CUST-1441,United Kingdom
100976,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,4,08/29/2024 04:00,4.87,CUST-1089,United Kingdom
100976,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,7,05/09/2024 19:00,4.75,CUST-1130,Australia
100976,SKU-DRY-003,Whole Grain Pasta 500g,5,2024/09/30,2.21,CUST-1069,United Kingdom
100977,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,6,2024/08/05,3.18,CUST-1338,United Kingdom
100977,SKU-BEV-003,Sparkling Mineral Water 1L,3,11/19/2024 02:00,1.64,,United Kingdom
